code,name,行业,上市时间,最新,涨幅,股息率_2024
603520,司太立,化学制药,20160309,10.06,1.93,1.49
603527,众源新材,有色金属,20170907,9.95,0.91,1.61
603528,多伦科技,软件开发,20160503,7.93,-2.94,0.63
603529,爱玛科技,交运设备,20210615,38.57,-3.09,2.4
603530,神马电力,电网设备,20190805,26.05,0.58,1.77
603533,掌阅科技,文化传媒,20170921,19.45,-2.36,0.51
603535,嘉诚国际,物流行业,20170808,9.15,-1.51,0.98
603536,惠发食品,食品饮料,20170613,8.97,-2.29,0.0
603538,美诺华,化学制药,20170407,14.63,3.03,0.34
603551,奥普科技,家电行业,20200115,10.35,-1.24,8.21
603556,海兴电力,电网设备,20161110,26.25,-1.46,2.67
603557,ST起步,纺织服装,20170818,2.96,0.0,0.0
603558,健盛集团,纺织服装,20150127,8.8,-1.35,5.68
603559,*ST通脉,通信服务,20161202,8.4,0.6,0.0
603565,中谷物流,物流行业,20200925,10.13,-0.78,7.8
603566,普莱柯,农药兽药,20150518,14.27,-2.53,2.8
603567,珍宝岛,中药,20150424,11.27,-1.23,1.33
603568,伟明环保,环保行业,20150528,19.51,-0.51,2.46
603569,长久物流,物流行业,20160810,7.91,-1.74,0.63
603577,汇金通,电网设备,20161222,8.5,2.91,1.61
603578,三星新材,家电行业,20170306,14.01,-1.68,0.0
603579,荣泰健康,家电行业,20170111,25.88,0.43,2.51
603580,艾艾精工,塑料制品,20170525,13.02,-4.26,0.63
603583,捷昌驱动,专用设备,20180921,38.56,0.16,0.78
603585,苏利股份,农药兽药,20161214,15.61,3.17,0.0
603586,金麒麟,汽车零部件,20170406,17.63,-0.79,2.27
603587,地素时尚,纺织服装,20180622,12.11,-1.54,4.13
603588,高能环境,环保行业,20141229,5.67,-0.35,7.05
603589,口子窖,酿酒行业,20150629,36.07,-0.22,3.6
603590,康辰药业,生物制品,20180827,31.13,2.74,1.93
603595,东尼电子,消费电子,20170712,18.59,0.11,0.08
603596,伯特利,汽车零部件,20180427,58.75,1.64,0.6
603598,引力传媒,文化传媒,20150527,15.81,-2.89,0.0
603599,广信股份,农药兽药,20150513,10.82,-0.09,2.5
603600,永艺股份,装修建材,20150123,10.58,-0.19,4.35
603601,再升科技,玻璃玻纤,20150122,3.54,-0.56,1.98
603602,纵横通信,通信服务,20170810,14.63,-2.01,0.34
603605,珀莱雅,美容护理,20171115,91.3,-2.04,1.3
603606,东方电缆,电网设备,20141015,47.57,-2.7,0.95
603607,京华激光,造纸印刷,20171025,26.48,10.01,2.64
603608,*ST天创,纺织服装,20160218,4.96,0.61,0.0
603609,禾丰股份,农牧饲渔,20140808,8.65,-1.03,0.67
603610,麒盛科技,装修建材,20191029,12.08,-1.39,0.83
603611,诺力股份,工程机械,20150128,19.7,2.6,4.55
603612,索通发展,非金属材料,20170718,16.73,0.24,0.0
603613,国联股份,互联网服务,20190730,23.38,-1.76,0.28
603615,茶花股份,塑料制品,20170213,20.18,-1.08,0.0
603616,韩建河山,水泥建材,20150611,3.9,-1.76,0.0
603617,君禾股份,通用设备,20170703,7.0,-0.57,1.14
603618,杭电股份,电网设备,20150217,6.0,-1.8,1.0
603619,中曼石油,采掘行业,20171117,17.23,-1.37,4.24
603626,科森科技,消费电子,20170209,8.0,-2.44,0.0
603628,清源股份,光伏设备,20170112,11.69,-1.27,0.56
603629,利通电子,消费电子,20181224,22.84,-2.85,0.22
603630,拉芳家化,美容护理,20170313,27.58,-5.06,0.51
603633,徕木股份,汽车零部件,20161117,8.15,-1.21,0.33
603636,南威软件,互联网服务,20141230,11.55,-2.7,0.0
603637,镇海股份,工程建设,20170208,9.8,-1.11,2.04
603638,艾迪精密,工程机械,20170120,17.85,-0.39,0.73
603639,海利尔,农药兽药,20170112,13.49,-0.07,3.71
603648,畅联股份,物流行业,20170913,9.96,-2.45,3.01
603650,彤程新材,橡胶制品,20180627,32.12,0.78,2.33
603655,朗博科技,汽车零部件,20171229,24.3,1.42,0.62
603656,泰禾智能,专用设备,20170321,19.07,0.26,0.26
603657,春光科技,家电行业,20180730,21.55,-0.87,0.16
603658,安图生物,医疗器械,20160901,39.31,0.1,3.21
603659,璞泰来,电池,20171103,16.98,-1.28,1.0
603660,苏州科达,计算机设备,20161201,6.69,-2.19,0.0
603661,恒林股份,装修建材,20171121,27.09,-0.7,2.66
603662,柯力传感,仪器仪表,20190806,64.07,-0.82,0.43
603663,三祥新材,化学原料,20160801,23.03,0.26,0.33
603665,康隆达,纺织服装,20170313,23.46,-3.26,0.0
603666,亿嘉和,专用设备,20180612,33.35,-1.39,0.0
603667,五洲新春,通用设备,20161025,40.01,1.27,0.3
603668,天马科技,农牧饲渔,20170117,13.51,-1.24,0.3
603669,灵康药业,化学制药,20150528,4.92,1.65,0.0
603676,卫信康,化学制药,20170721,10.95,-0.09,3.12
603677,奇精机械,家电行业,20170206,21.13,-1.49,1.18
603678,火炬电子,电子元件,20150126,35.2,-1.48,0.37
603679,华体科技,光学光电子,20170621,12.9,-1.15,0.0
603680,今创集团,交运设备,20180227,9.7,-2.22,1.55
603681,永冠新材,化学制品,20190326,15.4,10.0,0.97
603682,锦和商管,房地产服务,20200421,5.47,-1.62,8.04
603683,晶华新材,化学制品,20171020,13.95,-0.07,0.65
603685,晨丰科技,光学光电子,20171127,12.63,-3.29,0.17
603686,福龙马,环保行业,20150126,13.64,-1.52,1.16
603687,大胜达,包装材料,20190726,7.06,-2.22,0.83
603688,石英股份,非金属材料,20141031,30.8,-2.22,0.62
603689,皖天然气,燃气,20170110,8.73,-0.34,4.01
603690,至纯科技,专用设备,20170113,24.95,-1.38,0.2
603693,江苏新能,电力行业,20180703,12.6,-3.82,1.19
603696,安记食品,食品饮料,20151209,11.6,-3.73,0.78
603697,有友食品,食品饮料,20190508,12.58,-1.18,3.74
603698,航天工程,专业服务,20150128,17.45,-1.08,0.62
603699,纽威股份,通用设备,20140117,29.93,1.18,5.08
603700,宁水集团,仪器仪表,20190122,11.64,-1.44,1.72
603701,德宏股份,汽车零部件,20160412,16.73,-2.16,0.24
603703,盛洋科技,光学光电子,20150423,10.74,0.09,0.0
603706,东方环宇,燃气,20180709,18.9,-0.47,4.76
603707,健友股份,化学制药,20170719,11.07,0.54,0.9
603708,家家悦,商业百货,20161213,10.58,-1.67,1.8
603709,中源家居,装修建材,20180208,12.08,-1.47,0.0
603711,香飘飘,食品饮料,20171130,12.96,-1.22,1.93
603712,七一二,通信设备,20180226,19.63,-1.65,0.0
603713,密尔克卫,物流行业,20180713,48.77,-0.99,1.46
603716,塞力医疗,医药商业,20161031,11.95,10.04,0.0
603717,天域生物,农牧饲渔,20170327,6.91,-1.99,0.0
603718,海利生物,农药兽药,20150515,6.94,-0.72,1.13
603719,良品铺子,食品饮料,20200224,11.91,-1.81,4.18
603721,中广天择,文化传媒,20170811,17.27,-5.01,0.0
603722,阿科力,塑料制品,20171025,39.62,0.69,0.25
603725,天安新材,化学制品,20170906,8.99,4.78,1.11
603726,朗迪集团,家电行业,20160421,15.3,-0.84,2.61
603727,博迈科,采掘行业,20161122,13.7,0.29,1.82
603728,鸣志电器,电机,20170509,58.46,-1.25,0.04
603729,龙韵股份,文化传媒,20150324,15.52,-1.77,0.06
603730,岱美股份,汽车零部件,20170728,8.25,0.12,4.24
603733,仙鹤股份,造纸印刷,20180420,20.64,-1.05,2.42
603737,三棵树,装修建材,20160603,45.55,-0.44,0.7
603738,泰晶科技,电子元件,20160928,13.43,-0.96,0.6
603739,蔚蓝生物,农牧饲渔,20190116,13.2,-0.83,0.76
603755,日辰股份,食品饮料,20190828,26.03,-0.46,0.96
603757,大元泵业,通用设备,20170711,23.16,-1.28,3.02
603758,秦安股份,汽车零部件,20170517,12.9,0.62,2.33
603759,海天股份,公用事业,20210326,7.7,-1.03,0.0
603766,隆鑫通用,交运设备,20120810,13.13,-0.23,3.05
603767,中马传动,汽车零部件,20170613,15.2,-1.68,1.32
603768,常青股份,汽车零部件,20170324,12.58,-3.16,1.34
603773,沃格光电,光学光电子,20180417,21.93,-2.05,0.23
603776,永安行,专业服务,20170817,18.1,-2.0,1.38
603777,来伊份,食品饮料,20161012,12.9,-2.71,0.0
603778,国晟科技,光伏设备,20151231,3.13,-2.19,0.0
603779,威龙股份,酿酒行业,20160516,7.3,-2.28,0.12
603786,科博达,汽车零部件,20191015,54.91,-0.6,1.18
603787,新日股份,交运设备,20170427,11.41,-0.78,1.31
603788,宁波高发,汽车零部件,20150120,15.94,-0.75,4.39
603789,星光农机,专用设备,20150427,5.43,-2.34,0.0
603790,雅运股份,化学制品,20180912,18.2,1.9,0.66
603797,联泰环保,环保行业,20170413,4.15,-0.95,2.17
603798,康普顿,石油行业,20160406,10.09,0.3,1.09
603799,华友钴业,能源金属,20150129,34.95,-0.09,1.43
603800,洪田股份,专用设备,20151210,21.72,2.89,0.46
603801,志邦家居,装修建材,20170630,10.5,-1.13,5.71
603803,瑞斯康达,通信设备,20170420,9.43,-3.48,0.0
603806,福斯特,光伏设备,20140905,12.4,-0.96,2.1
603808,歌力思,纺织服装,20150422,7.38,-1.47,0.68
603809,豪能股份,汽车零部件,20171128,15.4,-1.41,1.3
603810,丰山集团,农药兽药,20180917,15.39,0.07,0.0
603811,诚意药业,化学制药,20170315,9.28,1.98,2.69
603813,原尚股份,物流行业,20170918,14.25,2.52,0.0
603815,交建股份,工程建设,20191021,7.54,-0.66,0.86
603816,顾家家居,装修建材,20161014,25.7,-0.31,5.37
603817,海峡环保,环保行业,20170220,5.65,-1.57,1.27
603818,曲美家居,装修建材,20150422,3.51,-5.14,0.57
603819,神力股份,电机,20161125,15.08,-1.57,0.13
603822,嘉澳环保,化学制品,20160428,48.73,-3.49,0.0
603823,百合花,化学制品,20161220,10.3,0.59,1.46
603825,华扬联众,文化传媒,20170802,12.14,2.36,0.0
603826,坤彩科技,非金属材料,20170414,19.38,-0.97,0.0
603828,ST柯利达,装修装饰,20150226,5.09,0.59,0.0
603829,洛凯股份,电网设备,20171017,15.62,-0.26,0.8
603833,欧派家居,装修建材,20170328,62.14,-0.3,3.99
603836,海程邦达,物流行业,20210526,13.48,-1.96,1.11
603838,四通股份,装修建材,20150701,5.1,-2.49,0.0
603839,安正时尚,纺织服装,20170214,7.32,-3.43,1.37
603843,正平股份,工程建设,20160905,2.88,5.11,0.0
603848,好太太,家用轻工,20171201,14.64,-3.43,1.37
603855,华荣股份,专用设备,20170524,19.68,-1.16,5.08
603856,东宏股份,装修建材,20171106,11.28,-0.35,1.6
603858,步长制药,中药,20161118,16.13,0.44,0.0
603859,能科科技,软件开发,20161021,28.67,-1.65,0.07
603860,中公高科,工程咨询服务,20170802,29.18,-1.12,0.57
603861,白云电器,电网设备,20160322,8.93,-1.76,1.12
603863,松炀资源,造纸印刷,20190621,13.39,-2.9,0.0
603866,桃李面包,食品饮料,20151222,5.41,-1.64,4.62
603867,新化股份,化学制品,20190627,23.9,-0.38,1.88
603868,飞科电器,家电行业,20160418,36.63,-1.43,1.37
603869,ST智知,互联网服务,20150326,6.02,0.33,0.22
603871,嘉友国际,物流行业,20180206,14.17,-2.14,4.94
603876,鼎胜新材,有色金属,20180418,8.62,-0.92,1.16
603877,太平鸟,纺织服装,20170109,15.4,-2.78,2.6
603878,武进不锈,钢铁行业,20161219,5.22,-1.14,1.72
603879,ST永悦,塑料制品,20170614,4.76,-1.45,0.0
603880,南卫股份,医疗器械,20170807,5.32,-0.56,0.0
603881,数据港,互联网服务,20170208,29.5,-2.61,0.23
603882,金域医学,医疗服务,20170908,29.09,-0.1,3.03
603883,老百姓,医药商业,20150423,18.73,0.64,3.05
603885,吉祥航空,航空机场,20150527,13.37,-1.62,1.42
603886,元祖股份,食品饮料,20161228,12.9,-3.37,7.75
603887,城地香江,互联网服务,20161010,16.98,-2.3,0.0
603888,新华网,文化传媒,20161028,22.72,-1.56,0.6
603889,新澳股份,纺织服装,20141231,6.09,-0.16,4.93
603890,春秋电子,消费电子,20171212,12.32,-0.88,1.22
603893,瑞芯微,半导体,20200207,147.36,-2.38,0.61
603895,天永智能,专用设备,20180122,26.68,-2.2,0.0
603896,寿仙谷,中药,20170510,21.3,-0.56,1.27
603897,长城科技,电网设备,20180410,24.54,-3.84,8.96
603898,好莱客,装修建材,20150217,11.45,-1.29,0.68
603899,晨光股份,家用轻工,20150127,27.7,-1.88,3.61
603900,莱绅通灵,珠宝首饰,20161123,11.45,6.41,0.0
603901,永创智能,专用设备,20150529,11.39,-1.64,0.13
603903,中持股份,环保行业,20170314,7.22,0.7,0.0
603906,龙蟠科技,电池,20170410,12.32,4.94,0.0
603908,牧高笛,纺织服装,20170307,24.25,-1.18,2.68
603909,建发合诚,工程咨询服务,20160628,9.03,-0.33,1.33
603912,佳力图,专用设备,20171101,8.66,-2.59,0.92
603915,国茂股份,通用设备,20190614,15.56,-1.39,1.54
603916,苏博特,化学制品,20171110,8.67,-0.91,1.15
603917,合力科技,汽车零部件,20171204,13.5,-1.39,1.11
603918,金桥信息,互联网服务,20150528,16.5,-3.11,0.0
603919,金徽酒,酿酒行业,20160310,18.32,-2.03,2.73
603920,世运电路,电子元件,20170426,26.0,0.27,2.31
603922,金鸿顺,汽车零部件,20171023,17.36,-1.64,0.0
603926,铁流股份,汽车零部件,20170510,13.25,4.58,1.96
603927,中科软,软件开发,20190909,18.57,-2.01,1.83
603928,兴业股份,塑料制品,20161212,10.38,0.87,1.16
603929,亚翔集成,装修装饰,20161230,28.67,0.42,3.49
603931,格林达,电子化学品,20200819,27.53,0.11,0.8
603933,睿能科技,半导体,20170706,15.34,-2.48,0.59
603936,博敏电子,电子元件,20151209,7.6,-0.39,0.26
603937,丽岛新材,有色金属,20171102,9.37,-1.47,0.0
603938,三孚股份,化学制品,20170628,14.79,-4.02,0.11
603939,益丰药房,医药商业,20150217,27.18,-0.44,2.39
603948,建业股份,化学制品,20200302,19.06,-0.47,5.25
603949,雪龙集团,汽车零部件,20200310,21.59,9.98,0.46
603950,长源东谷,汽车零部件,20200526,24.8,-1.55,0.87
603955,大千生态,工程建设,20170310,37.4,2.61,0.13
603956,威派格,专用设备,20190222,6.38,-2.3,0.0
603958,哈森股份,纺织服装,20160629,18.5,-1.07,0.0
603959,ST百利,工程咨询服务,20160517,3.93,0.26,0.0
603960,克来机电,专用设备,20170314,19.24,-1.64,0.33
603966,法兰泰克,专用设备,20170125,9.85,-3.62,2.34
603967,中创物流,物流行业,20190429,11.22,-2.01,5.35
603968,醋化股份,化学制品,20150518,10.87,1.97,0.0
603969,银龙股份,通用设备,20150227,7.32,-0.95,1.09
603970,中农立华,农药兽药,20171116,14.1,-4.79,3.19
603976,正川股份,医疗器械,20170822,17.16,-0.23,2.02
603977,国泰集团,化学制品,20161111,12.0,-0.58,0.75
603978,深圳新星,有色金属,20170807,14.39,0.63,0.0
603979,金诚信,采掘行业,20150630,39.91,0.76,1.13
603980,吉华集团,化学制品,20170615,4.77,-3.05,1.47
603982,泉峰汽车,汽车零部件,20190522,8.61,0.0,0.0
603983,丸美生物,美容护理,20190725,48.8,-0.41,1.54
603985,恒润股份,风电设备,20170505,15.75,-5.69,0.0
603986,兆易创新,半导体,20160818,115.4,-1.92,0.29
603987,康德莱,医疗器械,20161121,7.36,0.14,2.04
603988,中电电机,电机,20141104,21.43,-4.84,0.19
603989,艾华集团,电子元件,20150515,14.83,-1.0,1.01
603990,麦迪科技,软件开发,20161208,14.88,-3.44,0.0
603991,至正股份,塑料制品,20170308,62.35,3.14,0.0
603992,松霖科技,装修建材,20190826,22.18,-0.09,2.39
603993,洛阳钼业,小金属,20121009,7.23,-1.63,3.53
603995,甬金股份,钢铁行业,20191224,16.47,-0.66,3.04
603997,继峰股份,汽车零部件,20150302,14.0,1.23,0.0
603998,方盛制药,中药,20141205,9.91,0.71,2.52
603999,读者传媒,文化传媒,20151210,5.99,-2.76,0.55
605001,威奥股份,交运设备,20200522,6.75,-1.32,1.48
605003,众望布艺,纺织服装,20200908,18.9,-1.25,2.17
605005,合兴股份,汽车零部件,20210119,16.11,-0.49,1.24
605006,山东玻纤,玻璃玻纤,20200903,6.06,-1.3,0.0
605007,五洲特纸,造纸印刷,20201110,11.33,-1.48,2.21
605008,长鸿高科,塑料制品,20200821,15.68,0.51,0.0
605009,豪悦护理,美容护理,20200911,61.6,-2.22,2.76
605011,杭州热电,公用事业,20210630,22.6,-3.25,0.71
605016,百龙创园,食品饮料,20210421,26.18,-1.87,0.73
605018,长华集团,汽车零部件,20200929,11.47,3.71,1.31
605020,永和股份,化学制品,20210709,21.06,-0.09,1.19
605028,世茂能源,电力行业,20210712,16.9,-1.69,4.73
605033,美邦股份,农药兽药,20210916,19.59,2.3,0.74
605050,福然德,物流行业,20200924,13.18,0.23,2.66
605055,迎丰股份,纺织服装,20210129,9.6,-1.23,0.62
605056,咸亨国际,仪器仪表,20210720,14.47,0.42,2.49
605058,澳弘电子,电子元件,20201021,22.36,-1.02,2.68
605060,联德股份,通用设备,20210301,18.21,-1.94,1.92
605066,天正电气,电网设备,20200807,7.08,-1.94,4.94
605068,明新旭腾,汽车零部件,20201123,19.27,0.52,0.0
605069,正和生态,环保行业,20210816,10.18,-7.37,0.0
605077,华康股份,食品饮料,20210209,16.22,-1.1,3.08
605080,浙江自然,纺织服装,20210506,31.8,0.51,0.62
605081,太和水,环保行业,20210209,13.36,-1.76,0.0
605086,龙高股份,采掘行业,20210416,25.72,-0.54,1.11
605088,冠盛股份,汽车零部件,20200817,35.95,-1.32,1.67
605089,味知香,食品饮料,20210427,23.86,-2.05,1.51
605090,九丰能源,燃气,20210525,26.79,-0.48,4.59
605098,行动教育,教育,20210421,35.66,0.42,6.31
605099,共创草坪,家用轻工,20200930,22.42,-0.84,2.85
605100,华丰股份,通用设备,20200811,19.93,-1.39,2.01
605108,同庆楼,旅游酒店,20200716,22.08,-0.5,0.54
605111,新洁能,半导体,20200928,30.4,-1.43,0.39
605116,奥锐特,化学制药,20200921,21.69,2.7,1.34
605117,德业股份,光伏设备,20210420,87.55,-1.07,4.34
605118,力鼎光电,光学光电子,20200730,18.99,-1.5,2.11
605122,四方新材,水泥建材,20210310,11.23,-0.27,0.0
605123,派克新材,通用设备,20200825,54.42,-0.96,1.43
605128,上海沿浦,汽车零部件,20200915,29.27,-2.14,1.33
605133,嵘泰股份,汽车零部件,20210224,39.8,-2.21,0.38
605136,丽人丽妆,商业百货,20200929,14.51,10.01,0.04
605138,盛泰集团,纺织服装,20211027,6.8,-1.88,0.81
605151,西上海,汽车零部件,20201215,17.3,-0.92,0.46
605155,西大门,家用轻工,20201231,11.32,-0.96,2.21
605158,华达新材,钢铁行业,20200805,8.15,-2.04,1.84
605162,新中港,公用事业,20210707,7.44,-1.72,2.42
605166,聚合顺,化学制品,20200618,11.82,-0.67,1.13
605167,利柏特,专用设备,20210726,10.39,4.42,1.09
605168,三人行,文化传媒,20200528,27.28,-1.41,2.64
605169,洪通燃气,燃气,20201030,10.57,-1.03,2.37
605177,东亚药业,化学制药,20201125,17.62,0.0,0.0
605178,时空科技,装修装饰,20200821,17.65,5.18,0.0
605179,一鸣食品,食品饮料,20201228,20.55,-3.2,0.24
605180,华生科技,纺织服装,20210430,13.43,-0.67,0.97
605183,确成股份,橡胶制品,20201207,16.94,4.31,1.77
605186,健麾信息,医疗服务,20201222,19.78,0.15,0.0
605188,国光连锁,商业百货,20200728,12.34,-4.34,0.08
605189,富春染织,纺织服装,20210528,13.28,-0.45,1.36
605196,华通线缆,电网设备,20210511,14.26,-3.84,0.45
605198,安德利,食品饮料,20200918,57.1,0.21,0.44
605199,葫芦娃,中药,20200710,9.96,-0.5,0.0
605208,永茂泰,汽车零部件,20210308,13.72,-1.08,0.28
605218,伟时电子,光学光电子,20200928,21.6,-1.37,0.25
605222,起帆电缆,电网设备,20200731,14.57,-0.68,0.27
605228,神通科技,汽车零部件,20210120,11.2,-2.18,0.0
605255,天普股份,汽车零部件,20200825,17.08,-1.67,2.17
605258,协和电子,电子元件,20201203,28.2,-1.95,2.48
605259,绿田机械,通用设备,20210615,19.25,1.96,3.12
605266,健之佳,医药商业,20201201,23.01,0.31,4.78
605268,王力安防,家用轻工,20210224,8.89,0.45,2.25
605277,新亚电子,消费电子,20210106,15.05,-1.83,1.0
605286,同力日升,专用设备,20210322,36.22,-0.77,0.66
605287,德才股份,装修装饰,20210706,13.04,-0.53,0.0
605288,凯迪股份,专用设备,20200601,54.06,1.33,0.69
605289,罗曼股份,装修装饰,20210426,28.88,3.66,0.0
605296,神农集团,农牧饲渔,20210528,26.96,-0.37,0.0
605298,必得科技,交运设备,20210301,12.6,-1.18,1.19
605299,舒华体育,家用轻工,20201215,8.51,-3.41,2.35
605300,佳禾食品,食品饮料,20210430,14.27,-1.59,0.42
605303,园林股份,工程建设,20210301,9.89,-0.5,0.0
605305,中际联合,风电设备,20210506,25.32,-0.24,1.78
605318,法狮龙,装修装饰,20200803,28.25,-4.17,1.06
605319,无锡振华,汽车零部件,20210607,33.42,1.3,1.77
605333,沪光股份,汽车零部件,20200818,30.31,5.98,0.76
605336,帅丰电器,家电行业,20201019,20.46,-3.08,1.59
605337,李子园,食品饮料,20210208,12.61,-2.4,3.97
605338,巴比食品,食品饮料,20201012,18.85,-3.68,4.24
605339,南侨食品,食品饮料,20210518,16.81,-1.64,1.01
605358,立昂微,半导体,20200911,23.06,-3.43,0.0
605365,立达信,家电行业,20210720,15.02,0.13,2.8
605366,宏柏新材,化学制品,20200812,6.02,-0.33,0.0
605368,蓝天燃气,燃气,20210129,10.03,-0.99,8.97
605369,拱东医疗,医疗器械,20200916,26.2,-2.06,2.67
605376,博迁新材,小金属,20201208,32.96,-1.76,1.43
605377,华旺科技,造纸印刷,20201228,10.87,-0.18,8.0
605378,野马电池,电池,20210412,22.74,-1.22,2.2
605388,均瑶健康,食品饮料,20200818,6.35,-0.16,1.26
605389,长龄液压,工程机械,20210322,33.58,-1.61,1.94
605398,新炬网络,互联网服务,20210121,28.38,-2.94,0.05
605399,晨光新材,化学制品,20200804,11.5,-0.17,0.87
605488,福莱新材,塑料制品,20210513,44.63,-0.67,0.56
605499,东鹏饮料,食品饮料,20210527,283.66,-1.12,1.76
605500,森林包装,造纸印刷,20201222,7.27,-2.68,2.06
605507,国邦医药,化学制药,20210802,19.86,0.71,3.02
605555,德昌股份,家电行业,20211021,20.38,0.2,1.72
605566,福莱蒽特,化学制品,20211025,19.38,-0.77,0.52
605567,春雪食品,食品饮料,20211013,9.45,-1.77,1.06
605577,龙版传媒,文化传媒,20210824,12.39,-1.35,1.21
605580,恒盛能源,电力行业,20210819,11.23,-0.97,3.12
605588,冠石科技,半导体,20210812,46.73,-2.18,0.0
605589,圣泉集团,化学制品,20210810,26.11,-0.72,2.11
605598,上海港湾,工程建设,20210917,20.67,-0.48,0.55
605599,菜百股份,珠宝首饰,20210909,14.89,-0.8,4.84
688001,华兴源创,专用设备,20190722,24.29,-1.14,0.0
688002,睿创微纳,半导体,20190722,58.45,-0.29,0.23
688003,天准科技,通用设备,20190722,46.51,2.33,1.08
688004,博汇科技,互联网服务,20200612,19.52,-2.35,0.0
688005,容百科技,电池,20190722,18.86,-0.63,1.96
688006,杭可科技,电池,20190722,16.91,-1.86,1.34
688007,光峰科技,消费电子,20190722,13.87,-1.49,0.18
688008,澜起科技,半导体,20190722,76.59,-2.06,0.51
688009,中国通号,交运设备,20190722,5.04,-1.18,3.37
688010,福光股份,光学光电子,20190722,31.81,-2.42,0.18
688011,新光光电,光学光电子,20190722,18.37,0.82,0.0
688012,中微公司,半导体,20190722,174.53,-0.61,0.17
688013,天臣医疗,医疗器械,20200928,23.01,-0.9,6.52
688015,交控科技,交运设备,20190722,19.57,-1.41,1.18
688016,心脉医疗,医疗器械,20190722,86.43,-0.24,2.33
688017,绿的谐波,通用设备,20200828,128.55,-3.05,0.08
688018,乐鑫科技,半导体,20190722,186.6,-3.81,0.32
688019,安集科技,电子化学品,20190722,174.0,0.4,0.26
688020,方邦股份,电子元件,20190722,32.91,-0.72,0.57
688021,奥福环保,环保行业,20191106,13.5,0.97,0.0
688022,瀚川智能,专用设备,20190722,13.17,-1.5,0.0
688023,安恒信息,软件开发,20191105,45.11,-2.82,0.0
688025,杰普特,电子元件,20191031,49.0,-1.41,0.86
688026,洁特生物,塑料制品,20200122,15.08,0.94,0.48
688027,国盾量子,通信设备,20200709,244.39,2.53,0.0
688028,沃尔德,通用设备,20190722,21.02,-2.1,1.62
688029,南微医学,医疗器械,20190722,66.43,0.85,2.26
688030,山石网科,软件开发,20190930,14.8,-1.14,0.0
688031,星环科技-U,软件开发,20221018,45.87,-3.0,0.0
688032,禾迈股份,光伏设备,20211220,98.3,-1.31,3.26
688033,天宜上佳,光伏设备,20190722,5.94,-2.94,0.0
688035,德邦科技,电子元件,20220919,38.77,-3.08,0.64
688036,传音控股,消费电子,20190930,74.45,-0.07,4.03
688037,芯源微,半导体,20191216,93.34,-1.11,0.12
688038,中科通达,软件开发,20210713,15.4,-3.14,0.0
688039,当虹科技,互联网服务,20191211,30.89,-3.23,0.0
688041,海光信息,半导体,20220812,136.13,-0.39,0.12
688045,必易微,半导体,20220526,31.47,-3.35,0.0
688046,药康生物,生物制品,20220425,11.6,-1.11,1.21
688047,龙芯中科,半导体,20220624,120.4,-1.8,0.0
688048,长光华芯,半导体,20220401,52.36,-1.34,0.0
688049,炬芯科技,半导体,20211129,47.88,-2.48,0.48
688050,爱博医疗,医疗器械,20200729,75.09,0.04,0.0
688051,佳华科技,互联网服务,20200320,22.87,-0.26,0.0
688052,纳芯微,半导体,20220422,174.7,0.32,0.0
688053,思科瑞,电子元件,20220708,26.38,-1.86,0.0
688055,龙腾光电,光学光电子,20200817,3.29,-2.08,0.0
688056,莱伯泰科,仪器仪表,20200902,32.03,-0.47,2.25
688057,金达莱,环保行业,20201111,11.59,-0.6,2.16
688058,宝兰德,软件开发,20191101,26.44,-2.15,0.0
688059,华锐精密,通用设备,20210208,75.5,6.34,0.79
688060,云涌科技,软件开发,20200710,33.62,-0.53,0.0
688061,灿瑞科技,半导体,20221018,28.7,-1.78,0.0
688062,迈威生物-U,生物制品,20220118,23.87,1.7,0.0
688063,派能科技,电池,20201230,42.55,0.4,1.06
688065,凯赛生物,化学制品,20200812,46.71,-0.45,0.86
688066,航天宏图,航天航空,20190722,16.63,-3.87,0.0
688067,爱威科技,医疗器械,20210616,20.18,0.3,0.5
688068,热景生物,医疗器械,20190930,125.25,-1.35,0.0
688069,德林海,环保行业,20200722,16.96,-0.59,2.48
688070,纵横股份,航天航空,20210210,37.5,-1.47,0.0
688071,华依科技,汽车零部件,20210729,36.45,-1.41,0.0
688072,拓荆科技,半导体,20220420,146.99,-1.04,0.18
688073,毕得医药,生物制品,20221011,42.54,3.4,2.12
688075,安旭生物,医疗器械,20211118,37.64,1.43,3.19
688076,诺泰生物,医疗服务,20210520,53.76,0.15,1.67
688077,大地熊,小金属,20200722,24.92,-0.52,0.8
688078,龙软科技,软件开发,20191230,29.5,-3.18,0.46
688079,美迪凯,光学光电子,20210302,8.68,-1.03,0.0
688080,映翰通,通信设备,20200212,45.18,8.09,0.44
688081,兴图新科,通信服务,20200106,19.32,-2.47,0.0
688082,盛美上海,半导体,20211118,100.06,-1.35,0.66
688083,中望软件,软件开发,20210311,89.75,-4.91,0.56
688084,晶品特装,专用设备,20221208,66.31,-0.94,0.0
688085,三友医疗,医疗器械,20200409,19.76,-0.15,0.02
688087,英科再生,塑料制品,20210709,23.11,-1.66,0.43
688088,虹软科技,互联网服务,20190722,43.7,-2.04,0.92
688089,嘉必优,食品饮料,20191219,25.8,-0.31,0.78
688090,瑞松科技,专用设备,20200217,43.8,0.88,0.23
688091,上海谊众,化学制药,20210909,42.18,1.49,0.0
