code,name,行业,上市时间,最新,涨幅,股息率_2024
002658,雪迪龙,仪器仪表,20120309,6.75,-0.88,3.7
002659,凯文教育,教育,20120309,4.75,-1.45,0.0
002660,茂硕电源,消费电子,20120316,8.82,-5.47,1.13
002661,克明食品,食品饮料,20120316,9.96,-1.48,5.02
002662,京威股份,汽车零部件,20120309,3.49,-0.85,2.06
002663,普邦股份,工程建设,20120316,1.74,-4.92,0.0
002664,信质集团,汽车零部件,20120316,20.42,4.4,0.0
002666,德联集团,化学制品,20120327,4.79,-0.62,0.0
002667,威领股份,能源金属,20120329,12.69,-1.93,0.0
002668,TCL智家,家电行业,20120416,10.39,-0.95,0.0
002669,康达新材,化学制品,20120416,10.4,0.97,0.0
002670,国盛金控,证券,20120416,11.73,-2.17,0.0
002671,龙泉股份,水泥建材,20120426,4.26,0.0,0.0
002672,东江环保,环保行业,20120426,4.35,-1.14,0.0
002673,西部证券,证券,20120503,7.36,-1.87,1.36
002674,兴业科技,纺织服装,20120507,9.32,-0.96,1.61
002675,东诚药业,化学制药,20120525,14.55,0.69,0.55
002676,顺威股份,家电行业,20120525,5.76,-1.2,0.35
002677,浙江美大,家电行业,20120525,7.29,-0.82,4.12
002678,珠江钢琴,家用轻工,20120530,4.62,-0.86,0.0
002679,福建金森,农牧饲渔,20120605,8.8,-1.12,0.42
002681,奋达科技,消费电子,20120605,6.75,-2.6,0.0
002682,龙洲股份,物流行业,20120612,4.49,-4.06,0.0
002683,广东宏大,采掘行业,20120612,30.73,-2.35,2.12
002685,华东重机,通用设备,20120612,7.96,2.98,0.0
002686,亿利达,通用设备,20120703,6.25,2.8,0.16
002687,乔治白,纺织服装,20120713,4.43,-1.34,0.0
002688,金河生物,农药兽药,20120713,6.49,-2.55,1.54
002689,远大智能,专用设备,20120717,3.8,-2.56,0.0
002690,美亚光电,专用设备,20120731,17.14,0.29,4.08
002691,冀凯股份,专用设备,20120731,8.09,-1.82,0.0
002692,远程股份,电网设备,20120808,4.88,0.21,0.41
002693,双成药业,生物制品,20120808,8.15,-5.01,0.0
002694,顾地科技,装修建材,20120816,4.58,0.0,0.0
002695,煌上煌,食品饮料,20120905,9.97,-2.92,1.1
002696,百洋股份,农牧饲渔,20120905,5.6,-2.27,0.0
002697,红旗连锁,商业百货,20120905,5.62,-3.93,2.05
002698,博实股份,专用设备,20120911,15.69,-1.63,1.59
002700,ST浩源,燃气,20120921,8.57,-2.83,0.77
002701,奥瑞金,包装材料,20121011,5.5,-1.26,2.18
002702,海欣食品,食品饮料,20121011,4.14,-1.43,0.0
002703,浙江世宝,汽车零部件,20121102,12.61,1.29,0.48
002705,新宝股份,家电行业,20140121,14.35,-1.37,3.14
002706,良信股份,电网设备,20140121,8.75,-1.35,2.51
002707,众信旅游,旅游酒店,20140123,7.35,-0.94,0.0
002709,天赐材料,化学制品,20140123,17.21,-2.16,0.58
002712,思美传媒,文化传媒,20140123,5.41,-2.52,0.0
002713,东易日盛,装修装饰,20140219,4.68,-2.9,0.0
002714,牧原股份,农牧饲渔,20140128,39.51,-0.88,3.56
002715,登云股份,汽车零部件,20140219,17.01,4.23,0.19
002716,湖南白银,贵金属,20140128,3.48,-0.29,0.0
002717,岭南股份,环保行业,20140219,2.08,5.05,0.0
002718,友邦吊顶,装修建材,20140128,14.39,-0.69,0.0
002719,麦趣尔,食品饮料,20140128,8.55,-1.84,0.0
002721,ST金一,珠宝首饰,20140127,2.88,1.77,0.0
002722,物产金轮,纺织服装,20140128,15.32,-0.97,1.5
002723,小崧股份,家电行业,20140129,7.15,-2.19,0.0
002724,海洋王,电子元件,20141104,6.26,-1.57,0.8
002725,跃岭股份,汽车零部件,20140129,12.1,-1.79,0.0
002726,龙大美食,食品饮料,20140626,5.98,1.53,0.0
002727,一心堂,医药商业,20140702,19.01,10.01,1.58
002728,特一药业,中药,20140731,8.52,0.24,0.59
002729,好利科技,电子元件,20140912,12.55,-1.8,0.22
002730,电光科技,专用设备,20141009,17.68,-7.43,0.74
002731,萃华珠宝,珠宝首饰,20141104,11.38,-1.47,0.79
002732,燕塘乳业,食品饮料,20141205,16.24,-1.46,0.92
002733,雄韬股份,电池,20141203,14.7,-2.78,0.68
002734,利民股份,农药兽药,20150127,15.93,4.8,2.51
002735,王子新材,包装材料,20141203,18.96,9.98,0.07
002736,国信证券,证券,20141229,10.99,-0.72,3.18
002737,葵花药业,中药,20141230,15.8,-0.75,3.16
002738,中矿资源,能源金属,20141230,30.77,0.62,1.62
002739,万达电影,文化传媒,20150122,10.95,2.15,0.0
002741,光华科技,电子化学品,20150216,15.18,-1.62,0.0
002742,ST三圣,水泥建材,20150217,4.22,-2.31,0.0
002743,富煌钢构,水泥建材,20150217,7.64,7.61,0.0
002745,木林森,光学光电子,20150217,8.01,-1.48,5.12
002746,仙坛股份,农牧饲渔,20150216,5.87,-1.51,4.26
002747,埃斯顿,通用设备,20150320,19.86,-1.0,0.0
002748,ST世龙,化学原料,20150319,8.68,-1.14,1.73
002749,国光股份,农药兽药,20150320,14.96,-0.2,6.02
002752,昇兴股份,包装材料,20150422,5.34,-1.48,1.87
002753,永东股份,橡胶制品,20150519,6.68,-0.15,2.25
002755,奥赛康,化学制药,20150515,16.68,-2.06,0.72
002756,永兴材料,钢铁行业,20150515,31.31,-2.82,3.19
002757,南兴股份,专用设备,20150527,18.91,-4.06,2.64
002758,浙农股份,综合行业,20150527,9.15,-0.33,3.28
002759,天际股份,电池,20150528,7.78,-0.77,0.0
002760,凤形股份,通用设备,20150611,18.82,-2.13,0.0
002761,浙江建投,工程建设,20150610,9.03,-5.94,0.55
002762,金发拉比,纺织服装,20150610,5.08,-0.2,0.98
002763,汇洁股份,纺织服装,20150610,6.84,-2.01,2.19
002765,蓝黛科技,光学光电子,20150612,14.84,1.37,0.34
002766,索菱股份,互联网服务,20150611,5.36,-2.37,0.0
002767,先锋电子,仪器仪表,20150612,16.84,-1.29,0.26
002768,国恩股份,塑料制品,20150630,25.19,0.32,1.11
002769,普路通,物流行业,20150629,7.49,-2.98,0.0
002771,真视通,互联网服务,20150629,15.02,-2.66,0.07
002772,众兴菌业,农牧饲渔,20150626,7.7,-1.66,3.9
002773,康弘药业,化学制药,20150626,29.61,-0.47,2.03
002774,快意电梯,专用设备,20170324,8.73,4.18,4.12
002775,文科股份,工程建设,20150629,3.69,-2.12,0.0
002777,久远银海,互联网服务,20151231,17.74,2.01,0.85
002778,中晟高科,石油行业,20160106,18.45,-1.07,0.0
002779,中坚科技,专用设备,20151209,107.96,-3.64,0.1
002780,三夫户外,纺织服装,20151209,12.39,-1.51,0.0
002782,可立克,电子元件,20151222,12.0,-1.88,1.25
002783,凯龙股份,化学制品,20151209,8.24,-2.02,1.21
002785,万里石,装修建材,20151223,29.9,3.78,0.0
002786,银宝山新,专用设备,20151223,9.0,-1.53,0.0
002787,华源控股,包装材料,20151231,8.31,-0.48,1.2
002788,鹭燕医药,医药商业,20160218,8.28,0.61,4.23
002789,建艺集团,装修装饰,20160311,8.32,-2.69,0.0
002790,瑞尔特,装修建材,20160308,7.16,-0.28,3.35
002791,坚朗五金,装修建材,20160329,21.7,-2.16,0.92
002792,通宇通讯,通信设备,20160328,14.41,-2.9,0.17
002793,罗欣药业,化学制药,20160415,4.42,0.91,0.0
002795,永和智控,通用设备,20160428,4.74,-1.86,0.0
002796,世嘉科技,专用设备,20160510,10.81,-1.82,0.0
002797,第一创业,证券,20160511,6.62,-1.34,1.12
002798,帝欧家居,装修建材,20160525,4.74,-1.66,0.0
002799,环球印务,包装材料,20160608,7.69,-1.66,0.0
002800,天顺股份,物流行业,20160530,11.88,-0.92,0.25
002801,微光股份,电机,20160622,34.05,-2.44,1.03
002802,洪汇新材,化学制品,20160629,13.86,0.0,1.59
002803,吉宏股份,文化传媒,20160712,14.61,2.67,2.31
002805,丰元股份,电池,20160707,11.63,-0.77,0.0
002806,华锋股份,汽车零部件,20160726,11.3,-1.82,0.0
002807,江阴银行,银行,20160902,4.41,-0.68,4.54
002808,ST恒久,光学光电子,20160812,4.33,5.1,0.0
002809,红墙股份,化学制品,20160823,14.26,-1.25,2.1
002810,山东赫达,化学制品,20160826,12.21,2.52,1.23
002811,郑中设计,专业服务,20160908,13.8,-2.82,2.9
002812,恩捷股份,电池,20160914,28.48,-0.97,0.0
002813,路畅科技,汽车零部件,20161012,23.39,-6.18,0.0
002815,崇达技术,电子元件,20161012,10.02,-1.86,1.2
002816,和科达,专用设备,20161025,19.02,4.74,0.0
002817,黄山胶囊,医疗器械,20161025,7.03,-0.28,0.92
002818,富森美,商业百货,20161109,12.84,-1.0,8.41
002819,东方中科,仪器仪表,20161111,29.5,-6.59,0.1
002820,桂发祥,食品饮料,20161118,10.71,-2.19,1.4
002821,凯莱英,医疗服务,20161118,86.45,0.52,1.27
002822,ST中装,装修装饰,20161129,3.43,0.0,0.0
002823,凯中精密,电机,20161124,13.41,-1.32,3.07
002824,和胜股份,有色金属,20170112,15.38,-1.66,1.11
002825,纳尔股份,塑料制品,20161129,10.4,1.96,1.35
002826,易明医药,中药,20161209,11.88,1.71,0.84
002827,高争民爆,化学制品,20161209,28.19,-1.47,0.53
002828,贝肯能源,采掘行业,20161208,8.85,-2.64,0.56
002829,星网宇达,通信设备,20161213,18.55,-1.64,0.0
002830,名雕股份,装修装饰,20161213,13.71,-0.8,1.82
002831,裕同科技,造纸印刷,20161216,23.92,1.36,3.91
002832,比音勒芬,纺织服装,20161223,16.28,-1.51,3.07
002833,弘亚数控,专用设备,20161228,17.29,-0.35,4.05
002835,同为股份,计算机设备,20161228,17.08,-1.5,1.87
002836,新宏泽,造纸印刷,20161229,8.93,-0.78,2.8
002837,英维克,专用设备,20161229,31.5,-0.82,0.63
002838,道恩股份,塑料制品,20170106,18.71,-0.8,0.53
002839,张家港行,银行,20170124,4.28,-0.93,4.67
002840,华统股份,食品饮料,20170110,10.35,-1.52,0.0
002841,视源股份,消费电子,20170119,33.33,-1.3,2.04
002842,翔鹭钨业,小金属,20170119,7.61,-1.17,0.0
002843,泰嘉股份,消费电子,20170120,23.0,-3.28,0.43
002845,同兴达,光学光电子,20170125,13.01,-1.66,0.31
002846,英联股份,包装材料,20170207,11.31,10.02,0.0
002847,盐津铺子,食品饮料,20170208,89.82,-2.75,1.78
002848,高斯贝尔,家电行业,20170213,6.55,-4.93,0.0
002849,威星智能,仪器仪表,20170217,15.66,-3.27,0.26
002850,科达利,电池,20170302,119.43,-0.43,1.67
002851,麦格米特,电源设备,20170306,44.45,-4.0,0.11
002852,道道全,食品饮料,20170310,9.82,0.2,2.9
002853,皮阿诺,装修建材,20170310,12.82,-0.54,0.0
002855,捷荣技术,消费电子,20170321,16.89,-2.03,0.0
002856,美芝股份,装修装饰,20170320,10.48,-1.5,0.0
002857,三晖电气,电网设备,20170323,18.73,-5.64,0.08
002858,力盛体育,文化传媒,20170324,12.36,-3.29,0.0
002859,洁美科技,电子元件,20170407,18.55,-4.18,1.29
002860,星帅尔,家电行业,20170412,12.79,0.24,0.78
002861,瀛通通讯,消费电子,20170413,14.9,3.04,0.67
002862,实丰文化,家用轻工,20170411,18.52,-6.84,0.16
002863,今飞凯达,汽车零部件,20170418,4.96,-0.4,0.44
002864,盘龙药业,中药,20171116,28.11,-0.25,1.07
002865,钧达股份,光伏设备,20170425,39.17,-1.95,0.0
002866,传艺科技,消费电子,20170426,15.6,-2.19,0.0
002867,周大生,珠宝首饰,20170427,14.03,-0.78,6.77
002868,绿康生化,农药兽药,20170503,23.94,-4.66,0.0
002869,金溢科技,电子元件,20170515,22.68,-2.03,0.88
002870,香山股份,汽车零部件,20170515,32.87,-2.14,0.3
002871,伟隆股份,通用设备,20170511,10.69,-1.38,3.74
002872,ST天圣,化学制药,20170519,4.09,-0.73,0.0
002873,新天药业,中药,20170519,9.06,-0.11,1.1
002875,安奈儿,纺织服装,20170601,14.07,-1.88,0.0
002876,三利谱,光学光电子,20170525,24.18,-0.12,0.62
002877,智能自控,仪器仪表,20170605,8.31,-1.77,0.24
002878,元隆雅图,文化传媒,20170606,14.63,-2.86,0.0
002879,长缆科技,电网设备,20170707,14.83,-1.53,1.35
002880,卫光生物,生物制品,20170616,28.12,-0.85,0.71
002881,美格智能,消费电子,20170622,44.18,-2.21,0.29
002882,金龙羽,电网设备,20170717,23.34,9.99,1.29
002883,中设股份,工程咨询服务,20170620,10.56,-2.67,0.19
002884,凌霄泵业,通用设备,20170711,15.52,-0.83,6.44
002885,京泉华,消费电子,20170627,13.27,-1.63,0.17
002886,沃特股份,塑料制品,20170627,20.33,10.01,0.21
002887,绿茵生态,环保行业,20170801,7.62,-1.42,3.28
002888,惠威科技,消费电子,20170721,17.5,-2.34,1.17
002889,东方嘉盛,物流行业,20170731,19.68,-1.01,0.38
002890,弘宇股份,专用设备,20170802,12.54,-0.87,0.21
002891,中宠股份,农牧饲渔,20170821,63.06,-1.85,0.63
002892,科力尔,电机,20170817,16.74,0.24,0.3
002893,京能热力,公用事业,20170915,10.5,-1.69,0.97
002895,川恒股份,化学原料,20170825,25.25,0.88,4.75
002896,中大力德,通用设备,20170829,80.3,-2.55,0.32
002897,意华股份,光伏设备,20170907,38.23,-1.9,0.26
002898,赛隆药业,化学制药,20170912,10.2,5.05,0.0
002899,英派斯,家用轻工,20170915,20.85,-4.45,0.36
002900,哈三联,化学制药,20170922,15.49,3.96,1.29
002901,大博医疗,医疗器械,20170922,38.11,0.87,1.31
002902,铭普光磁,通信设备,20170929,17.66,-2.05,0.0
002903,宇环数控,通用设备,20171013,19.96,-2.97,0.4
002905,金逸影视,文化传媒,20171016,8.41,-0.94,0.0
002906,华阳集团,汽车零部件,20171013,33.9,-3.42,1.42
002907,华森制药,中药,20171020,14.57,3.77,0.58
002908,德生科技,软件开发,20171020,8.83,-2.21,0.57
002909,集泰股份,化学制品,20171026,6.29,-2.02,1.59
002910,庄园牧场,食品饮料,20171031,8.97,-2.61,0.0
002911,佛燃能源,燃气,20171122,10.12,-0.78,2.27
002912,中新赛克,互联网服务,20171121,22.2,-2.16,0.9
002913,奥士康,电子元件,20171201,24.98,-1.15,2.4
002915,中欣氟材,化学制品,20171205,19.6,-3.69,0.0
002916,深南电路,电子元件,20171213,108.6,-2.0,1.38
002917,金奥博,化学制品,20171208,13.48,-0.59,0.74
002918,蒙娜丽莎,装修建材,20171219,8.17,-1.8,2.45
002919,名臣健康,游戏,20171218,15.32,-3.28,0.33
002920,德赛西威,汽车零部件,20171226,105.6,-1.8,1.14
002921,联诚精密,汽车零部件,20171227,13.79,-0.79,0.0
002922,伊戈尔,电子元件,20171229,15.4,-2.78,1.95
002923,润都股份,化学制药,20180105,12.67,-3.94,1.18
002925,盈趣科技,消费电子,20180115,16.07,-1.23,2.68
002926,华西证券,证券,20180205,8.21,-1.32,1.04
002927,泰永长征,电网设备,20180223,13.6,-2.23,0.74
002928,华夏航空,航空机场,20180302,8.05,-0.25,0.0
002929,润建股份,通信服务,20180301,47.36,-5.09,0.27
002930,宏川智慧,物流行业,20180328,9.87,-1.3,3.04
002931,锋龙股份,通用设备,20180403,15.8,0.25,0.95
002932,明德生物,医疗器械,20180710,18.97,-0.16,6.48
002933,新兴装备,航天航空,20180828,33.17,-1.81,0.06
002935,天奥电子,通信设备,20180903,14.07,-0.21,0.36
002936,郑州银行,银行,20180919,1.95,-2.01,1.03
002937,兴瑞科技,消费电子,20180926,17.25,-1.2,1.74
002938,鹏鼎控股,电子元件,20180918,27.87,-1.31,3.59
002939,长城证券,证券,20181026,7.84,-1.26,1.66
002940,昂利康,化学制药,20181023,14.2,-0.49,0.88
002941,新疆交建,工程建设,20181128,11.27,-1.14,1.33
002942,新农股份,农药兽药,20181205,16.55,0.12,1.81
002943,宇晶股份,通用设备,20181129,26.45,0.23,0.0
002945,华林证券,证券,20190117,13.42,-2.26,0.3
002946,新乳业,食品饮料,20190125,18.09,-1.63,1.58
002947,恒铭达,消费电子,20190201,31.51,-1.41,1.9
002948,青岛银行,银行,20190116,5.06,0.0,3.16
002949,华阳国际,工程咨询服务,20190226,13.43,-1.97,2.61
002950,奥美医疗,医疗器械,20190311,8.69,0.12,0.69
002951,*ST金时,包装材料,20190315,8.4,-4.65,11.9
002952,亚世光电,光学光电子,20190328,20.6,-4.54,0.24
002953,日丰股份,电网设备,20190509,10.42,-1.33,0.96
002955,鸿合科技,光学光电子,20190523,25.3,-2.58,0.0
002956,西麦食品,食品饮料,20190619,22.17,-1.99,1.88
002957,科瑞技术,专用设备,20190726,15.44,-2.53,1.1
002958,青农商行,银行,20190326,3.34,-1.76,3.59
002959,小熊电器,家电行业,20190823,50.24,-1.99,1.99
002960,青鸟消防,专用设备,20190809,10.91,-0.46,1.83
002961,瑞达期货,多元金融,20190905,15.58,-3.41,2.12
002962,五方光电,光学光电子,20190917,13.88,-2.25,1.44
002963,豪尔赛,装修装饰,20191028,11.47,-1.46,1.74
002965,祥鑫科技,通用设备,20191025,55.69,0.14,0.96
002966,苏州银行,银行,20190802,8.55,-1.61,4.68
002967,广电计量,专业服务,20191108,16.63,-1.13,2.41
002968,新大正,房地产服务,20191203,9.78,-1.51,2.91
002969,嘉美包装,包装材料,20191202,3.25,-1.52,0.77
002970,锐明技术,计算机设备,20191217,50.09,0.28,2.0
002971,和远气体,化学制品,20200113,21.12,-0.05,0.95
002972,科安达,交运设备,20191227,11.26,-1.31,2.66
002973,侨银股份,环保行业,20200106,11.54,-0.69,0.87
002975,博杰股份,专用设备,20200205,31.07,0.45,0.42
002976,瑞玛精密,汽车零部件,20200306,23.12,0.22,0.0
002977,天箭科技,通信设备,20200317,37.9,-2.19,0.47
002978,安宁股份,有色金属,20200417,31.6,-0.41,3.16
002979,雷赛智能,专用设备,20200408,47.79,0.48,0.67
002980,华盛昌,仪器仪表,20200415,26.77,0.79,2.73
002981,朝阳科技,消费电子,20200417,23.74,-1.49,1.1
002982,湘佳股份,农牧饲渔,20200424,20.51,-2.33,1.46
002983,芯瑞达,光学光电子,20200428,19.4,-1.87,1.29
002984,森麒麟,橡胶制品,20200911,18.63,-0.85,2.68
002985,北摩高科,航天航空,20200429,26.87,-0.81,1.02
002986,宇新股份,化学制品,20200602,10.68,0.19,2.81
002987,京北方,软件开发,20200507,12.1,-1.71,2.07
002988,豪美新材,有色金属,20200518,36.78,-1.0,1.11
002989,中天精装,装修装饰,20200610,35.4,2.55,0.0
002990,盛视科技,软件开发,20200525,30.13,-1.66,0.7
002991,甘源食品,食品饮料,20200731,63.52,-3.76,4.53
002992,宝明科技,光学光电子,20200803,57.97,8.03,0.0
002993,奥海科技,消费电子,20200817,37.55,-0.27,4.0
002995,天地在线,文化传媒,20200805,17.65,-2.38,0.0
002996,顺博合金,有色金属,20200828,6.77,-1.02,0.74
002997,瑞鹄模具,汽车零部件,20200903,36.72,-0.62,0.82
002998,优彩资源,化纤行业,20200925,6.92,-0.29,7.95
002999,天禾股份,化肥行业,20200903,6.54,-1.36,1.9
003000,劲仔食品,食品饮料,20200914,14.4,-2.37,2.78
003001,中岩大地,工程咨询服务,20201013,37.5,-1.19,0.75
003002,壶化股份,化学制品,20200922,25.7,-3.06,0.58
003003,天元股份,包装材料,20200921,12.4,2.73,1.61
003004,声迅股份,计算机设备,20201126,19.35,-2.81,0.0
003005,竞业达,互联网服务,20200922,28.7,-1.88,1.11
003006,百亚股份,美容护理,20200921,31.92,-1.33,1.72
003007,直真科技,软件开发,20200923,28.17,-3.2,0.23
003008,开普检测,专业服务,20200923,20.34,-0.54,4.92
003009,中天火箭,航天航空,20200925,36.96,-0.91,0.16
003010,若羽臣,互联网服务,20200925,62.36,-0.26,0.8
003011,海象新材,塑料制品,20200930,17.63,-1.23,1.7
003012,东鹏控股,装修建材,20201019,5.7,-1.04,4.39
003013,地铁设计,工程咨询服务,20201022,14.54,-1.16,3.3
003015,日久光电,光学光电子,20201021,14.28,-3.71,1.4
003016,欣贺股份,纺织服装,20201026,7.25,-2.16,0.0
003017,大洋生物,化学原料,20201026,24.49,0.57,1.22
003018,金富科技,塑料制品,20201106,10.99,0.37,2.73
003019,宸展光电,光学光电子,20201117,30.93,0.59,1.62
003020,立方制药,化学制药,20201215,24.01,2.69,2.08
003021,兆威机电,电机,20201204,111.74,-0.76,0.26
003022,联泓新科,化学制品,20201208,14.88,-0.67,0.4
003023,彩虹集团,家电行业,20201211,18.67,-0.43,2.14
003025,思进智能,通用设备,20201211,16.16,-0.92,1.36
003026,中晶科技,半导体,20201218,30.86,-2.0,0.49
003027,同兴科技,环保行业,20201218,16.19,-0.49,1.85
003028,振邦智能,消费电子,20201228,40.19,-0.89,2.24
003029,吉大正元,软件开发,20201224,20.52,0.24,0.0
003030,祖名股份,食品饮料,20210106,19.1,-1.95,0.79
003031,中瓷电子,通信设备,20210104,47.23,-0.82,0.89
003032,传智教育,教育,20210112,5.74,-2.05,0.0
003033,征和工业,汽车零部件,20210111,47.3,-1.68,1.06
003035,南网能源,专业服务,20210119,4.37,-2.02,0.14
003036,泰坦股份,专用设备,20210128,14.04,-10.0,0.88
003037,三和管桩,水泥建材,20210204,6.81,-1.3,0.73
003038,鑫铂股份,有色金属,20210210,20.36,-0.88,0.98
003039,顺控发展,公用事业,20210308,13.5,-2.39,1.56
003040,楚天龙,通信设备,20210322,12.46,-1.66,0.24
003041,真爱美家,纺织服装,20210406,29.99,0.77,1.33
003042,中农联合,农药兽药,20210406,15.53,-0.96,0.0
003043,华亚智能,通用设备,20210406,52.41,-0.13,0.57
003816,中国广核,电力行业,20190826,3.64,-0.55,2.61
300001,特锐德,电网设备,20091030,22.38,-2.06,0.67
300002,神州泰岳,游戏,20091030,10.54,-3.04,0.95
300003,乐普医疗,医疗器械,20091030,11.23,0.45,2.47
300004,南风股份,专用设备,20091030,9.03,2.03,0.0
300005,探路者,纺织服装,20091030,9.1,-0.98,0.13
300006,莱美药业,化学制药,20091030,3.53,-0.28,0.0
300007,汉威科技,仪器仪表,20091030,37.66,-1.67,0.19
300008,天海防务,船舶制造,20091030,5.81,-2.35,0.0
300009,安科生物,生物制品,20091030,8.56,0.82,2.92
300010,豆神教育,教育,20091030,6.95,-1.42,0.0
300011,鼎汉技术,交运设备,20091030,7.04,-1.54,0.0
300012,华测检测,专业服务,20091030,11.07,-0.45,0.9
300013,*ST新宁,物流行业,20091030,3.82,-2.55,0.0
300014,亿纬锂能,电池,20091030,47.2,-1.11,1.06
300015,爱尔眼科,医疗服务,20091030,12.58,-0.79,1.27
300016,北陆药业,化学制药,20091030,6.73,0.45,0.74
300017,网宿科技,互联网服务,20091030,10.41,-4.67,2.4
300018,中元股份,电网设备,20091030,7.16,-1.38,0.98
300019,硅宝科技,化学制品,20091030,17.42,-0.46,1.72
300020,*ST银江,互联网服务,20091030,4.17,6.11,0.0
300021,大禹节水,农牧饲渔,20091030,4.79,-1.44,1.25
300022,吉峰科技,工程机械,20091030,8.38,-2.78,0.0
300024,机器人,通用设备,20091030,16.27,-1.69,0.0
300025,华星创业,通信服务,20091030,6.95,-0.29,0.0
300026,红日药业,中药,20091030,3.83,3.23,0.78
300027,华谊兄弟,文化传媒,20091030,2.4,-2.04,0.0
300029,ST天龙,光伏设备,20091225,5.06,-2.69,0.0
300030,阳普医疗,医疗器械,20091225,6.17,-0.96,0.0
300031,宝通科技,游戏,20091225,24.81,-2.36,0.4
300032,金龙机电,消费电子,20091225,4.99,-2.73,0.0
300033,同花顺,软件开发,20091225,250.61,-2.16,1.2
300034,钢研高纳,有色金属,20091225,15.32,-0.78,0.65
300035,中科电气,非金属材料,20091225,14.42,-2.63,1.73
300036,超图软件,软件开发,20091225,13.91,-2.11,0.0
300037,新宙邦,电池,20100108,30.6,-0.2,1.31
300039,上海凯宝,中药,20100108,6.17,2.32,1.62
300040,九洲集团,电力行业,20100108,7.16,-3.5,0.84
300041,回天新材,化学制品,20100108,8.9,-1.33,1.69
300042,朗科科技,半导体,20100108,22.27,-4.01,0.0
300043,星辉娱乐,游戏,20100120,3.58,-5.04,0.28
300044,赛为智能,互联网服务,20100120,3.59,-3.23,0.0
300045,华力创通,计算机设备,20100120,17.5,-2.13,0.0
300046,台基股份,半导体,20100120,29.66,-5.15,0.49
300047,天源迪科,软件开发,20100120,14.58,-4.58,0.1
300048,合康新能,专用设备,20100120,5.29,-1.67,0.0
300049,福瑞股份,医疗器械,20100120,29.91,0.2,0.0
300050,世纪鼎利,通信服务,20100120,5.29,-2.58,0.0
300051,琏升科技,光伏设备,20100211,6.99,-2.65,0.0
300052,中青宝,游戏,20100211,9.67,-4.26,0.0
300053,航宇微,半导体,20100211,11.78,-3.13,0.0
300054,鼎龙股份,电子化学品,20100211,28.02,0.83,0.36
300055,万邦达,环保行业,20100226,5.24,-2.42,0.29
300056,中创环保,环保行业,20100226,12.32,-1.83,0.0
300057,万顺新材,有色金属,20100226,4.68,-1.27,0.21
300058,蓝色光标,文化传媒,20100226,8.33,-3.03,0.0
300059,东方财富,互联网服务,20100319,20.78,-2.12,0.29
300061,旗天科技,文化传媒,20100319,12.15,-3.34,0.0
300062,中能电气,电网设备,20100319,4.97,-1.0,0.0
300063,天龙集团,文化传媒,20100326,8.12,-2.52,0.0
300065,海兰信,船舶制造,20100326,16.85,2.06,0.0
300066,三川智慧,仪器仪表,20100326,4.02,-1.71,0.75
300067,安诺其,化学制品,20100421,5.25,-2.78,0.19
300068,南都电源,电池,20100421,14.22,-4.05,0.0
300069,金利华电,电网设备,20100421,19.09,-6.01,0.0
300070,碧水源,环保行业,20100421,4.36,-1.58,0.09
300071,福石控股,文化传媒,20100421,4.73,-3.47,0.0
300072,海新能科,化学制品,20100427,2.96,-1.66,0.0
300073,当升科技,电池,20100427,39.06,-2.13,0.51
300074,华平股份,软件开发,20100427,4.34,-3.98,0.0
300075,数字政通,软件开发,20100427,15.57,-2.69,0.0
300076,GQY视讯,光学光电子,20100430,6.85,-3.25,0.0
300077,国民技术,半导体,20100430,23.05,-4.52,0.0
300078,思创医惠,互联网服务,20100430,3.54,0.0,0.0
300079,数码视讯,互联网服务,20100430,5.16,-1.9,0.19
300080,易成新能,通用设备,20100625,3.65,-2.93,0.0
300081,恒信东方,通信服务,20100520,6.2,-3.43,0.0
300082,奥克股份,化学原料,20100520,6.75,5.47,0.0
300083,创世纪,通用设备,20100520,8.09,-1.7,0.0
300084,海默科技,采掘行业,20100520,7.82,-5.44,0.0
300085,银之杰,软件开发,20100526,33.0,-3.59,0.0
300086,康芝药业,化学制药,20100526,5.08,-0.39,0.0
300087,荃银高科,农牧饲渔,20100526,9.04,-1.42,0.55
300088,长信科技,光学光电子,20100526,5.74,-1.37,1.05
300091,金通灵,通用设备,20100625,2.68,-2.55,0.0
300092,科新机电,通用设备,20100708,12.5,4.08,1.9
300093,金刚光伏,光伏设备,20100708,10.03,-2.9,0.0
300094,国联水产,食品饮料,20100708,3.36,-1.75,0.0
300095,华伍股份,通用设备,20100728,8.38,-4.01,1.19
300096,ST易联众,互联网服务,20100728,4.3,-2.49,0.0
300097,ST智云,专用设备,20100728,4.44,-1.99,0.0
300098,高新兴,软件开发,20100728,4.88,-2.79,0.0
300099,尤洛卡,专用设备,20100806,6.75,-0.59,3.29
300100,双林股份,汽车零部件,20100806,46.25,-3.44,0.43
300101,振芯科技,通信设备,20100806,16.77,-2.56,0.44
300102,乾照光电,光学光电子,20100812,10.93,-2.24,0.42
300103,达刚控股,专用设备,20100812,5.94,-1.82,0.0
300105,龙源技术,电源设备,20100820,7.05,-0.7,1.42
300106,西部牧业,食品饮料,20100820,10.6,-2.57,0.0
300107,建新股份,化学制品,20100820,7.72,-0.64,0.21
300109,新开源,化学制品,20100825,16.4,1.74,1.52
300110,华仁药业,化学制药,20100825,3.15,0.32,0.0
300111,向日葵,化学制药,20100827,3.19,1.59,0.0
