报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,AH分红总额,方案进度,股利支付率,税前分红率
2008年报,2009-03-30,2009-05-25,2009-06-09,10派0.9元(含税),2009-06-12,2009-06-15,78.03亿,实施方案,26.32%,0.9%
2009中报,2009-08-24,,2009-09-15,10派0.7元(含税),2009-09-21,2009-09-22,60.69亿,实施方案,18.28%,0.59%
2009年报,2010-03-29,2010-05-19,2010-06-08,10派1.1元(含税),2010-06-11,2010-06-17,95.37亿,实施方案,15.56%,1.32%
2010中报,2010-08-23,,2010-09-07,10派0.8元(含税),2010-09-10,2010-09-13,69.36亿,实施方案,19.56%,0.97%
2010年报,2011-03-28,2011-05-16,2011-06-14,10派1.3元(含税),2011-06-17,2011-06-20,112.71亿,实施方案,15.93%,1.6%
2011中报,2011-08-29,2011-05-16,2011-09-13,10派1元(含税),2011-09-16,2011-09-19,86.70亿,实施方案,21.55%,1.39%
2011年报,2012-03-26,2012-05-14,2012-05-22,10派2元(含税),2012-05-25,2012-05-28,173.64亿,实施方案,24.18%,2.86%
2012中报,2012-08-27,,2012-09-11,10派1元(含税),2012-09-14,2012-09-17,86.82亿,实施方案,36.63%,1.63%
2012年报,2013-03-25,2013-05-30,2013-06-13,10送2股转1股派2元(含税),2013-06-18,2013-06-19,179.33亿,实施方案,27.36%,3.15%
2013中报,2013-08-26,,2013-09-06,10派0.9元(含税),2013-09-11,2013-09-12,104.91亿,实施方案,35.43%,1.92%
2013年报,2014-03-24,2014-05-12,2014-05-27,10派1.5元(含税),2014-05-30,2014-06-03,175.19亿,实施方案,25.91%,2.94%
2014中报,2014-08-23,,2014-09-18,10派0.9元(含税),2014-09-23,2014-09-24,105.12亿,实施方案,33.46%,1.69%
2014年报,2015-03-23,2015-05-28,2015-06-15,10派1.1元(含税),2015-06-18,2015-06-19,133.18亿,实施方案,27.09%,1.5%
2015中报,2015-08-27,,2015-09-17,10派0.9元(含税),2015-09-22,2015-09-23,108.96亿,实施方案,44.55%,1.79%
2015年报,2016-03-30,2016-05-19,2016-06-18,10派0.6元(含税),2016-06-23,2016-06-24,72.64亿,实施方案,22.56%,1.27%
2016中报,2016-08-29,,2016-09-13,10派0.79元(含税),2016-09-20,2016-09-21,95.65亿,实施方案,49.69%,1.63%
2016年报,2017-03-27,2017-06-29,2017-07-12,10派1.7元(含税),2017-07-18,2017-07-19,205.82亿,实施方案,44.39%,2.71%
2017中报,2017-08-28,,2017-09-13,10派1元(含税),2017-09-19,2017-09-20,121.07亿,实施方案,44.64%,1.68%
2017年报,2018-03-26,2018-05-16,2018-05-29,10派4元(含税),2018-06-04,2018-06-05,484.28亿,实施方案,94.79%,5.67%
2018中报,2018-08-27,,2018-09-05,10派1.6元(含税),2018-09-11,2018-09-12,193.71亿,实施方案,46.51%,2.36%
2018年报,2019-03-25,2019-05-10,2019-06-03,10派2.6元(含税),2019-06-10,2019-06-11,314.79亿,实施方案,49.9%,4.69%
2019中报,2019-08-26,,2019-09-09,10派1.2元(含税),2019-09-16,2019-09-17,145.29亿,实施方案,46.33%,2.24%
2019年报,2020-03-30,2020-05-20,2020-06-02,10派1.9元(含税),2020-06-09,2020-06-10,230.04亿,实施方案,39.92%,4.43%
2020中报,2020-08-31,2020-09-29,2020-10-15,10派0.7元(含税),2020-10-22,2020-10-23,84.75亿,实施方案,-37.04%,1.79%
2020年报,2021-03-29,2021-05-26,2021-06-09,10派1.3元(含税),2021-06-16,2021-06-17,157.39亿,实施方案,47.79%,2.77%
2021中报,2021-08-30,,2021-09-09,10派1.6元(含税),2021-09-16,2021-09-17,193.71亿,实施方案,49.54%,3.44%
2021年报,2022-03-28,2022-05-19,2022-06-02,10派3.1元(含税),2022-06-09,2022-06-10,375.32亿,实施方案,52.72%,6.86%
2022中报,2022-08-29,,2022-09-08,10派1.6元(含税),2022-09-16,2022-09-19,193.71亿,实施方案,44.44%,3.72%
2022年报,2023-03-27,2023-05-31,2023-06-14,10派1.95元(含税),2023-06-20,2023-06-21,233.80亿,实施方案,35.58%,3.09%
2023中报,2023-08-28,,2023-09-07,10派1.45元(含税),2023-09-14,2023-09-15,173.80亿,实施方案,49.49%,2.29%
2023年报,2024-03-25,2024-06-29,2024-07-09,10派2.0元(含税),2024-07-15,2024-07-16,243.40亿,实施方案,39.6%,--
